TABLE_NAME,COLUMN_NAME,DATA_TYPE
VacationSettings,SavingVacationWay,int
VacationSettlements,TenantId,int
VacationSettlements,Id,int
VacationSettlements,Action,tinyint
VacationSettlements,Balance,float
VacationSettlements,Date,date
VacationSettlements,VacationBalanceId,int
VacationSettlements,BalanceBefore,float
VacationSettlements,BalanceTransferVacationTypeId,int
VacationSettlements,TotalBalanceBefore,float
VacationSettlements,LastDate,date
VacationTypeEmployees,TenantId,int
VacationTypeEmployees,EmployeeId,int
VacationTypeEmployees,VacationTypeId,int
VacationTypes,TenantId,int
VacationTypes,Id,int
VacationTypes,ArabicName,nvarchar
VacationTypes,EnglishName,nvarchar
VacationTypes,Balance,int
VacationTypes,Payed,int
VacationTypes,DurationBeforeDeserve,int
VacationTypes,Limit,int
VacationTypes,Type,tinyint
VacationTypes,RequiredAttachment,bit
VacationTypes,HideBalance,bit
VacationTypes,AddOfficialVacations,bit
VacationTypes,AddWeekendVacations,bit
VacationTypes,MaximumMonthsForFutureDedution,int
VacationTypes,Day,bit
VacationTypes,HalfDay,bit
VacationTypes,QuarterDay,bit
VacationTypeUpdates,TenantId,int
VacationTypeUpdates,Id,int
VacationTypeUpdates,OldVacationTypeId,int
VacationTypeUpdates,NewVacationTypeId,int
VacationTypeUpdates,ChangeOn,tinyint
VacationTypeUpdates,Years,tinyint
vanEmployees,TenantId,int
vanEmployees,Id,int
vanEmployees,ModifiedDate,datetime
vanEmployees,Email,nvarchar
vanEmployees,Active,bit
vanEmployees,UserName,nvarchar
vanEmployees,PicPath,nvarchar
vanEmployees,NationalId,nvarchar
vanEmployees,ModifiedBy,nvarchar
vanEmployees,BirthDate,datetime
vanEmployees,ArabicFirstName,nvarchar
vanEmployees,ArabicSecondName,nvarchar
vanEmployees,ArabicFamilyName,nvarchar
vanEmployees,EnglishFirstName,nvarchar
vanEmployees,EnglishSecondName,nvarchar
vanEmployees,EnglishFamilyName,nvarchar
vanEmployees,BloodGroup,nchar
vanEmployees,MaritalDate,datetime
vanEmployees,Code,nvarchar
vanEmployees,SubjectToInsurance,bit
vanEmployees,SocialId,nvarchar
vanEmployees,MaritalStatusId,int
vanEmployees,ReligionId,int
vanEmployees,GenderId,int
vanEmployees,CountryId,int
vanEmployees,ExtendedData,nvarchar
vanEmployees,Phone,nvarchar
vanEmployees,EmergencyNumber,nvarchar
vanEmployees,EmployeeBankId,int
vanEmployees,OtherReligion,nvarchar
vanEmployees,Notes,nvarchar
vanEmployees,IsTrusted,bit
vanEmployees,HasEpAccount,bit
vanEmployees,HasImage,bit
vanEmployees,ArabicName,nvarchar
vanEmployees,EnglishName,nvarchar
vanEmployees,EssPassword,nchar
vanEmployees,WowDeskId,int
vanEmployees,IsSuspended,bit
Violations,TenantId,int
Violations,Id,int
Violations,ViolationDate,datetime
Violations,Note,nvarchar
Violations,PenaltyDate,datetime
Violations,DeductedAmount,float
Violations,Applied,bit
Violations,ViolationTypeId,int
Violations,EmployeeId,int
Violations,PenaltyId,int
Violations,AppliedById,int
ViolationTypes,TenantId,int
ViolationTypes,Id,int
ViolationTypes,ArabicName,nvarchar
ViolationTypes,EnglishName,nvarchar
Weapons,TenantId,int
Weapons,Id,int
Weapons,LicenseNo,nvarchar
Weapons,Type,nvarchar
Weapons,Number,int
Weapons,LicenseStartDate,datetime
Weapons,LicenseEndDate,datetime
WearDetails,TenantId,int
WearDetails,Id,int
WearDetails,Trousers,nvarchar
WearDetails,Jacket,nvarchar
WearDetails,Shirt,nvarchar
WearDetails,shoes,nvarchar
WeightHarmonies,TenantId,int
WeightHarmonies,Id,int
WeightHarmonies,ArabicName,nvarchar
WeightHarmonies,EnglishName,nvarchar
WowDeskAccounts,TenantId,int
WowDeskAccounts,Id,int
WowDeskAccounts,ClientName,nvarchar
WowDeskAccounts,UserName,nvarchar
WowDeskAccounts,Password,nvarchar
WowDeskAccounts,Token,nvarchar
